0.000 102	1.000 1.159 2.364	1.007 1.692 2.200
0.850 74605	6.961 12.157 22.705	2.203 3.513 4.300
0.860 81159	6.907 11.755 23.255	2.185 3.523 4.569
0.870 94922	6.925 12.561 25.377	2.202 3.669 5.059
0.880 108683	6.789 13.004 30.901	2.241 3.902 5.509
0.890 125345	6.851 12.570 28.716	2.244 4.000 5.383
0.900 160388	6.647 12.741 25.991	2.245 4.173 5.748
0.910 197805	6.438 14.847 29.832	2.294 4.364 6.099
0.920 233101	6.185 12.075 24.905	2.385 4.786 7.018
0.930 269098	6.099 15.702 34.961	2.440 4.886 6.638
0.940 341071	6.011 15.272 36.160	2.490 5.135 7.996
0.950 599835	5.194 17.026 41.127	2.710 6.036 9.641
0.960 880507	4.491 14.451 33.408	2.992 7.203 10.302
0.970 1384381	3.914 14.011 30.598	3.224 8.581 14.191
0.980 2217235	3.336 12.781 27.739	3.361 9.329 15.265
0.990 9998299	2.488 7.402 13.066	3.863 9.239 13.652
double wp = -0.08;//-2.04 --- -2.05
double wi = -0.006;//
double wd = -0.1;//
